soc_emsi_2010_4,year,I_Rank,any_max,any_index_nor,any_Rank
4213,2012,0.669376694,0.749319526,0.106437329,0.845528455
4214,2012,0.688346883,0.749319526,0.150362356,0.907859079
4215,2012,0.658536585,0.749319526,0.099246288,0.829268293
4216,2012,0.528455285,0.749319526,0.059367333,0.715447154
4217,2012,0.823848238,0.749319526,0.444254881,0.978319783
5111,2012,0.734417344,0.749319526,0.065268709,0.734417344
5112,2012,0.531165312,0.749319526,0.004735625,0.116531165
5113,2012,0.116531165,0.749319526,0.002633482,0.059620596
5114,2012,0.170731707,0.749319526,0.001433452,0.024390244
5119,2012,0.371273713,0.749319526,0.008165954,0.200542005
5211,2012,0.826558266,0.749319526,0.023611066,0.447154472
5212,2012,0.422764228,0.749319526,0.036535237,0.579945799
5213,2012,0.254742547,0.749319526,0.013366858,0.292682927
5214,2012,0.311653117,0.749319526,0.011853405,0.260162602
5215,2012,0.203252033,0.749319526,0.014618192,0.322493225
5216,2012,0.430894309,0.749319526,0.072160405,0.74796748
5221,2012,0.37398374,0.749319526,0.102967985,0.83197832
5222,2012,0.368563686,0.749319526,0.079866553,0.788617886
5223,2012,0.758807588,0.749319526,0.134619187,0.886178862
5224,2012,0.485094851,0.749319526,0.104284856,0.837398374
5225,2012,0.655826558,0.749319526,0.023267651,0.441734417
5231,2012,0.414634146,0.749319526,0.0456555,0.636856369
5232,2012,0.235772358,0.749319526,0.01072164,0.238482385
5234,2012,0.105691057,0.749319526,0.007025438,0.16802168
5235,2012,0.406504065,0.749319526,0.039284172,0.60704607
5236,2012,0.303523035,0.749319526,0.029429477,0.512195122
5237,2012,0.504065041,0.749319526,0.027556549,0.490514905
5241,2012,0.319783198,0.749319526,0.038589806,0.596205962
5242,2012,0.945799458,0.749319526,0.396541119,0.970189702
5244,2012,0.650406504,0.749319526,0.027778636,0.495934959
5245,2012,0.807588076,0.749319526,0.518438688,0.983739837
5249,2012,0.682926829,0.749319526,0.093042685,0.818428184
5250,2012,0.327913279,0.749319526,0.018360029,0.395663957
5311,2012,0.01897019,0.749319526,0.005785807,0.135501355
5312,2012,0.024390244,0.749319526,0.009780588,0.235772358
5313,2012,0.127371274,0.749319526,0.005551182,0.124661247
5314,2012,0.279132791,0.749319526,0.011471275,0.254742547
5315,2012,0.043360434,0.749319526,0.006331872,0.140921409
5316,2012,0.466124661,0.749319526,0.028633381,0.504065041
5319,2012,0.224932249,0.749319526,0.013554042,0.300813008
5321,2012,0.081300813,0.749319526,0.007838005,0.181571816
5322,2012,0.027100271,0.749319526,0.007381746,0.173441734
5323,2012,0.054200542,0.749319526,0.006529637,0.149051491
5330,2012,0.338753388,0.749319526,0.018451502,0.398373984
5411,2012,0.214092141,0.749319526,0.02492146,0.460704607
5412,2012,0.479674797,0.749319526,0.017327723,0.368563686
5413,2012,0.783197832,0.749319526,0.032125783,0.547425474
5414,2012,0.360433604,0.749319526,0.015773127,0.349593496
5419,2012,0.56097561,0.749319526,0.035443098,0.569105691
5421,2012,0.924119241,0.749319526,0.121372176,0.869918699
5422,2012,0.972899729,0.749319526,0.199446937,0.929539295
5423,2012,0.856368564,0.749319526,0.041165265,0.617886179
5431,2012,0.265582656,0.749319526,0.008421198,0.20596206
5432,2012,0.086720867,0.749319526,0.002584371,0.054200542
5433,2012,0.317073171,0.749319526,0.001520848,0.029810298
5434,2012,0.048780488,0.749319526,0.002810481,0.06504065
5435,2012,0.165311653,0.749319526,0.003884759,0.10298103
5436,2012,0.10298103,0.749319526,0.003388273,0.089430894
5441,2012,0.046070461,0.749319526,0.005733328,0.132791328
5442,2012,0.365853659,0.749319526,0.010824731,0.241192412
5443,2012,0.12195122,0.749319526,0.013501458,0.298102981
5449,2012,0.677506775,0.749319526,0.077067937,0.775067751
6121,2012,0.192411924,0.749319526,0.004362749,0.108401084
6122,2012,0.032520325,0.749319526,0.00060892,0.008130081
6123,2012,0.189701897,0.749319526,0.003832894,0.100271003
6125,2012,0.222222222,0.749319526,0.002237915,0.046070461
6126,2012,0.243902439,0.749319526,0.003181166,0.081300813
6131,2012,0.197831978,0.749319526,0.014705113,0.325203252
6132,2012,0.52303523,0.749319526,0.029834875,0.514905149
6139,2012,0.284552846,0.749319526,0.007973812,0.18699187
6141,2012,0.387533875,0.749319526,0.012049767,0.268292683
6142,2012,0.712737127,0.749319526,0.058608759,0.7100271
6143,2012,0.25203252,0.749319526,0.037614487,0.588075881
6144,2012,0.818428184,0.749319526,0.0818064,0.79403794
6145,2012,0.154471545,0.749319526,0.005626986,0.130081301
6146,2012,0.276422764,0.749319526,0.01735423,0.371273713
6147,2012,0.009485095,0.749319526,0.001296933,0.021680217
6148,2012,0.113821138,0.749319526,0.006663864,0.154471545
6211,2012,0.306233062,0.749319526,0.006483498,0.143631436
6212,2012,0.753387534,0.749319526,0.019691083,0.411924119
6214,2012,0.097560976,0.749319526,0.015976937,0.352303523
6215,2012,0.029810298,0.749319526,0.002205858,0.043360434
6219,2012,0.346883469,0.749319526,0.012285463,0.27100271
6221,2012,0.119241192,0.749319526,0.002410609,0.051490515
6222,2012,0.149051491,0.749319526,0.003283822,0.08401084
6231,2012,0.08401084,0.749319526,0.002886535,0.067750678
6232,2012,0.298102981,0.749319526,0.005599455,0.127371274
6240,2012,0.574525745,0.749319526,0.031659861,0.536585366
7111,2012,0.536585366,0.749319526,0.017226041,0.365853659
7112,2012,0.452574526,0.749319526,0.014737147,0.327913279
7113,2012,1,0.749319526,0.251953598,0.951219512
7114,2012,0.176151762,0.749319526,0.017877504,0.382113821
7115,2012,0.7100271,0.749319526,0.038611666,0.598915989
7121,2012,0.363143631,0.749319526,0.008492086,0.208672087
7122,2012,0.661246612,0.749319526,0.025226433,0.471544715
7123,2012,0.639566396,0.749319526,0.026611102,0.482384824
7124,2012,0.582655827,0.749319526,0.031344015,0.533875339
7125,2012,0.593495935,0.749319526,0.026768026,0.485094851
7129,2012,0.853658537,0.749319526,0.047853593,0.661246612
7130,2012,0.653116531,0.749319526,0.017902338,0.390243902
7211,2012,0.937669377,0.749319526,0.074243451,0.756097561
7213,2012,0.72899729,0.749319526,0.081820873,0.796747967
7214,2012,0.769647696,0.749319526,0.082168816,0.799457995
7215,2012,0.850948509,0.749319526,0.113431826,0.853658537
7219,2012,0.772357724,0.749319526,0.041107469,0.615176152
7220,2012,0.880758808,0.749319526,0.059760224,0.720867209
8111,2012,0.18699187,0.749319526,0.008325986,0.203252033
8112,2012,0.647696477,0.749319526,0.057744699,0.707317073
8113,2012,0.91598916,0.749319526,0.099131975,0.826558266
8114,2012,0.62601626,0.749319526,0.045701362,0.639566396
8115,2012,0.395663957,0.749319526,0.063861623,0.731707317
8116,2012,0.398373984,0.749319526,0.013319051,0.2899729
8117,2012,0.720867209,0.749319526,0.06269881,0.726287263
8118,2012,0.132791328,0.749319526,0.005311239,0.119241192
8119,2012,0.864498645,0.749319526,0.025120831,0.463414634
8121,2012,0.54200542,0.749319526,0.05637103,0.701897019
8122,2012,0.075880759,0.749319526,0.009148085,0.227642276
8123,2012,0.517615176,0.749319526,0.021036786,0.420054201
8124,2012,0.642276423,0.749319526,0.032255915,0.550135501
8125,2012,0.441734417,0.749319526,0.123290633,0.872628726
8126,2012,0.704607046,0.749319526,0.074335244,0.761517615
8127,2012,0.636856369,0.749319526,0.063234689,0.72899729
8129,2012,0.425474255,0.749319526,0.021058037,0.422764228
8131,2012,0.39295393,0.749319526,0.03176502,0.539295393
8132,2012,0.357723577,0.749319526,0.023148326,0.43902439
8133,2012,0.666666667,0.749319526,0.179145523,0.921409214
8134,2012,0.739837398,0.749319526,0.076341777,0.769647696
8135,2012,0.130081301,0.749319526,0.006331656,0.138211382
8137,2012,0.501355014,0.749319526,0.023015663,0.436314363
8139,2012,0.750677507,0.749319526,0.084965902,0.810298103
8141,2012,0.715447154,0.749319526,0.203891765,0.932249322
8142,2012,0.100271003,0.749319526,0.014361474,0.319783198
8143,2012,0.444444444,0.749319526,0.119659876,0.864498645
8149,2012,0.140921409,0.749319526,0.018571948,0.401084011
8211,2012,0.436314363,0.749319526,0.030676925,0.525745257
8212,2012,0.200542005,0.749319526,0.009112344,0.224932249
8213,2012,0.262872629,0.749319526,0.003118837,0.078590786
8214,2012,0.162601626,0.749319526,0.00426808,0.105691057
8215,2012,0.764227642,0.749319526,0.016952009,0.360433604
8221,2012,0.181571816,0.749319526,0.009681023,0.230352304
8222,2012,0.227642276,0.749319526,0.008552309,0.211382114
8223,2012,0.138211382,0.749319526,0.010837575,0.243902439
8229,2012,0.040650407,0.749319526,0.01508847,0.33604336
8231,2012,0.308943089,0.749319526,0.015066636,0.333333333
8232,2012,0.233062331,0.749319526,0.048441835,0.666666667
8233,2012,0.009485095,0.749319526,0.001480672,0.027100271
8234,2012,0.460704607,0.749319526,0.035007039,0.56097561
8239,2012,0.281842818,0.749319526,0.012376687,0.273712737
9111,2012,0.124661247,0.749319526,0.007699729,0.176151762
9112,2012,0.401084011,0.749319526,0.024573681,0.45799458
9119,2012,0.159891599,0.749319526,0.014072869,0.314363144
9120,2012,0.108401084,0.749319526,0.007835907,0.178861789
9132,2012,0.907859079,0.749319526,0.204244299,0.93495935
9134,2012,0.47696477,0.749319526,0.020516165,0.414634146
9139,2012,0.241192412,0.749319526,0.021623452,0.430894309
9211,2012,0.249322493,0.749319526,0.006819134,0.159891599
9219,2012,0.788617886,0.749319526,0.142634716,0.902439024
9231,2012,0.959349593,0.749319526,0.052167536,0.677506775
9232,2012,0.009485095,0.749319526,0.000999548,0.013550136
9233,2012,0.070460705,0.749319526,0.003317925,0.086720867
9234,2012,0.062330623,0.749319526,0.00168124,0.035230352
9235,2012,0.16802168,0.749319526,0.008775183,0.219512195
9236,2012,0.073170732,0.749319526,0.001263974,0.01897019
9239,2012,0.195121951,0.749319526,0.026851527,0.487804878
9241,2012,0.257452575,0.749319526,0.052566821,0.680216802
9242,2012,0.037940379,0.749319526,0.011214497,0.25203252
9244,2012,0.067750678,0.749319526,0.00123435,0.016260163
9249,2012,0.869918699,0.749319526,0.045614486,0.634146341
9251,2012,0.035230352,0.749319526,0.000518928,0.005420054
9259,2012,0.173441734,0.749319526,0.00294637,0.070460705
9260,2012,0.544715447,0.749319526,0.02515823,0.468834688
9271,2012,0.184281843,0.749319526,0.00455908,0.111111111
9272,2012,0.059620596,0.749319526,0.002179185,0.040650407
9273,2012,0.056910569,0.749319526,0.001571257,0.032520325
9274,2012,0.051490515,0.749319526,0.000847016,0.010840108
9275,2012,0.157181572,0.749319526,0.00542026,0.12195122
9279,2012,0.352303523,0.749319526,0.008039452,0.192411924
1115,2013,0.712737127,0.758092397,0.06705385,0.731707317
1116,2013,0.47696477,0.758092397,0.222719264,0.945799458
1121,2013,0.661246612,0.758092397,0.038279516,0.585365854
1122,2013,0.298102981,0.758092397,0.011634264,0.287262873
1123,2013,0.520325203,0.758092397,0.019735843,0.414634146
1131,2013,0.815718157,0.758092397,0.039892146,0.593495935
1132,2013,0.918699187,0.758092397,0.063829989,0.726287263
1133,2013,0.775067751,0.758092397,0.041851965,0.612466125
1134,2013,0.921409214,0.758092397,0.05583528,0.693766938
1135,2013,0.699186992,0.758092397,0.02520556,0.471544715
1136,2013,0.972899729,0.758092397,0.357315192,0.970189702
1139,2013,0.756097561,0.758092397,0.041475593,0.609756098
1150,2013,0.631436314,0.758092397,0.030904795,0.525745257
1161,2013,0.848238482,0.758092397,0.048029042,0.658536585
1162,2013,0.845528455,0.758092397,0.069725828,0.739837398
1171,2013,0.696476965,0.758092397,0.035570844,0.569105691
1172,2013,0.18699187,0.758092397,0.019776618,0.417344173
1173,2013,0.525745257,0.758092397,0.030972621,0.528455285
1181,2013,0.468834688,0.758092397,0.009845392,0.260162602
1184,2013,0.485094851,0.758092397,0.013921619,0.322493225
1190,2013,0.25203252,0.758092397,0.007590141,0.203252033
1211,2013,0.463414634,0.758092397,0.010334646,0.265582656
1213,2013,0.555555556,0.758092397,0.030838255,0.52303523
1221,2013,0.365853659,0.758092397,0.008827886,0.241192412
1223,2013,0.135501355,0.758092397,0.004804459,0.146341463
1224,2013,0.333333333,0.758092397,0.011249751,0.279132791
1225,2013,0.474254743,0.758092397,0.015925576,0.363143631
1226,2013,0.821138211,0.758092397,0.023621857,0.45799458
1241,2013,0.52303523,0.758092397,0.01514357,0.349593496
1242,2013,0.040650407,0.758092397,0.001446576,0.032520325
1251,2013,0.552845528,0.758092397,0.025035158,0.466124661
1252,2013,0.081300813,0.758092397,0.002101606,0.056910569
1253,2013,0.027100271,0.758092397,0.00205922,0.054200542
1254,2013,0.235772358,0.758092397,0.008683713,0.238482385
1255,2013,0.547425474,0.758092397,0.014377659,0.338753388
1259,2013,0.758807588,0.758092397,0.062248842,0.718157182
2111,2013,0.54200542,0.758092397,0.048027697,0.655826558
2112,2013,0.585365854,0.758092397,0.054517698,0.685636856
2113,2013,0.742547425,0.758092397,0.082960873,0.780487805
2114,2013,0.623306233,0.758092397,0.030773838,0.520325203
2119,2013,0.682926829,0.758092397,0.066945829,0.72899729
2121,2013,0.677506775,0.758092397,0.117412496,0.859078591
2122,2013,0.504065041,0.758092397,0.125612669,0.867208672
2123,2013,0.577235772,0.758092397,0.197689605,0.93495935
2124,2013,0.593495935,0.758092397,0.369546236,0.972899729
2126,2013,0.64498645,0.758092397,0.268416131,0.951219512
2127,2013,0.56097561,0.758092397,0.085806561,0.791327913
2129,2013,0.680216802,0.758092397,0.115569115,0.856368564
2133,2013,0.888888889,0.758092397,0.191825872,0.932249322
2134,2013,0.959349593,0.758092397,0.305000753,0.962059621
2135,2013,0.975609756,0.758092397,0.535018834,0.983739837
2136,2013,0.932249322,0.758092397,0.882904711,0.997289973
2137,2013,0.945799458,0.758092397,1,1
2139,2013,0.91598916,0.758092397,0.583815791,0.989159892
2141,2013,0.769647696,0.758092397,0.097201218,0.83197832
2142,2013,0.688346883,0.758092397,0.071594225,0.753387534
2150,2013,0.796747967,0.758092397,0.038965556,0.590785908
2211,2013,0.295392954,0.758092397,0.009099897,0.246612466
2212,2013,0.327913279,0.758092397,0.016994698,0.379403794
2213,2013,0.409214092,0.758092397,0.01132124,0.281842818
2214,2013,0.214092141,0.758092397,0.030419764,0.517615176
2215,2013,0.119241192,0.758092397,0.008397611,0.227642276
2216,2013,0.127371274,0.758092397,0.001683611,0.040650407
2217,2013,0.414634146,0.758092397,0.045666092,0.636856369
2218,2013,0.208672087,0.758092397,0.022100192,0.436314363
2219,2013,0.300813008,0.758092397,0.010178955,0.262872629
2221,2013,0.403794038,0.758092397,0.016566716,0.368563686
2222,2013,0.143631436,0.758092397,0.01054741,0.27100271
2223,2013,0.195121951,0.758092397,0.012782605,0.314363144
2229,2013,0.352303523,0.758092397,0.014980955,0.346883469
2231,2013,0.181571816,0.758092397,0.004912564,0.149051491
2232,2013,0.197831978,0.758092397,0.003791098,0.12195122
2311,2013,0.531165312,0.758092397,0.017272335,0.384823848
2312,2013,0.292682927,0.758092397,0.006314983,0.178861789
2314,2013,0.176151762,0.758092397,0.002940531,0.092140921
2315,2013,0.249322493,0.758092397,0.004019208,0.130081301
2316,2013,0.241192412,0.758092397,0.003857542,0.124661247
2317,2013,0.43902439,0.758092397,0.009507112,0.25203252
2318,2013,0.647696477,0.758092397,0.033484925,0.547425474
2319,2013,0.509485095,0.758092397,0.014238565,0.330623306
2412,2013,0.506775068,0.758092397,0.02413803,0.463414634
2413,2013,0.20596206,0.758092397,0.007622818,0.20596206
2419,2013,0.233062331,0.758092397,0.0136533,0.317073171
2421,2013,0.837398374,0.758092397,0.034555004,0.558265583
2423,2013,0.978319783,0.758092397,0.311938705,0.964769648
2424,2013,0.804878049,0.758092397,0.082577127,0.775067751
2425,2013,0.864498645,0.758092397,0.101000699,0.834688347
2426,2013,0.772357724,0.758092397,0.087896476,0.807588076
2429,2013,0.929539295,0.758092397,0.235623966,0.948509485
2431,2013,0.902439024,0.758092397,0.27919961,0.956639566
2432,2013,0.98102981,0.758092397,0.143938709,0.886178862
2433,2013,0.222222222,0.758092397,0.012232954,0.295392954
2434,2013,0.455284553,0.758092397,0.022721737,0.449864499
2435,2013,0.707317073,0.758092397,0.186004892,0.926829268
2436,2013,0.566395664,0.758092397,0.072111571,0.756097561
